instance,algorithm,movement_mode,scheme,seed,population,evaluation_budget,evaluations,best_found_at_evaluation,cost,rpd,feasible,initially_feasible_rate,added_columns,removed_columns,runtime_seconds,python,numpy,role,scale,reference_type
scpnrg1,GREEDY,N/A,N/A,N/A,N/A,1,1,1,189.0,7.386363636363637,True,N/A,130,14,0.05636833282187581,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO,PWO,S2-ELIT,0,10,300,300,293,179.0,1.7045454545454546,True,0.03333333333333333,10683,50252,4.586147916968912,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO,PWO,S2-ELIT,1,10,300,300,195,182.0,3.409090909090909,True,0.03333333333333333,10907,50251,4.580897584091872,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO,PWO,S2-ELIT,2,10,300,300,127,178.0,1.1363636363636365,True,0.03333333333333333,10968,50134,4.599083874840289,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO,PWO,S2-ELIT,3,10,300,300,34,180.0,2.272727272727273,True,0.03333333333333333,10622,50300,4.546220333315432,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO,PWO,S2-ELIT,4,10,300,300,155,180.0,2.272727272727273,True,0.03333333333333333,10885,50292,4.554709374904633,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO_DR,PWO-DR,S2-ELIT,0,10,300,300,134,180.0,2.272727272727273,True,0.03333333333333333,11671,50109,4.794164125341922,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO_DR,PWO-DR,S2-ELIT,1,10,300,300,278,178.0,1.1363636363636365,True,0.03333333333333333,12409,50317,4.941640083678067,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO_DR,PWO-DR,S2-ELIT,2,10,300,300,100,180.0,2.272727272727273,True,0.03333333333333333,12048,49936,4.876175250392407,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO_DR,PWO-DR,S2-ELIT,3,10,300,300,34,180.0,2.272727272727273,True,0.03333333333333333,12151,50479,4.955880666151643,3.13.15,2.5.1,calibration,very_large,best_known
scpnrg1,BPWO_DR,PWO-DR,S2-ELIT,4,10,300,300,106,181.0,2.840909090909091,True,0.03333333333333333,12062,50420,4.907556792255491,3.13.15,2.5.1,calibration,very_large,best_known
