instance,algorithm,movement_mode,scheme,selection_mode,state_update_mode,degenerate_cohesion,latent_amplitude,repair_feedback,seed,population,evaluation_budget,evaluations,best_found_at_evaluation,cost,rpd,feasible,initially_feasible_rate,added_columns,removed_columns,acceptance_rate,binary_state_change_rate,global_improvements,runtime_seconds,python,numpy,role,scale,reference_type
scp63,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,4,10,6000,6000,116,148.0,2.0689655172413794,True,0.9708333333333333,528,7141,0.9956594323873121,0.01318864774624374,13,2.928736834001029,3.13.15,2.5.1,development,small,optimum
scpa3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,0,10,6000,6000,1427,239.0,3.0172413793103448,True,0.7823333333333333,1961,147820,1.0,0.25542570951585974,31,17.49248908300069,3.13.15,2.5.1,development,medium,optimum
scpa3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,1,10,6000,6000,1911,244.0,5.172413793103448,True,0.7748333333333334,2052,147348,1.0,0.272787979966611,33,17.212927749998926,3.13.15,2.5.1,development,medium,optimum
scpa3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,2,10,6000,6000,2536,244.0,5.172413793103448,True,0.784,1949,147902,1.0,0.28180300500834726,36,17.298656708000635,3.13.15,2.5.1,development,medium,optimum
scpa3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,3,10,6000,6000,2159,249.0,7.327586206896552,True,0.7738333333333334,2104,147181,1.0,0.28130217028380633,30,17.344305624996196,3.13.15,2.5.1,development,medium,optimum
scpa3,ALPHA_ALWAYS_SYNC,ALPHA,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,4,10,6000,6000,3618,242.0,4.310344827586207,True,0.7788333333333334,1958,147999,1.0,0.2803005008347245,32,17.95090454199817,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,0,10,6000,6000,960,244.0,5.172413793103448,True,0.9583333333333334,860,20931,1.0,0.02621035058430718,16,17.010641708002368,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,1,10,6000,6000,4395,242.0,4.310344827586207,True,0.9538333333333333,894,20958,1.0,0.02587646076794658,13,16.943551416996343,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,2,10,6000,6000,193,244.0,5.172413793103448,True,0.9446666666666667,967,21119,1.0,0.0340567612687813,21,17.113240541999403,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,3,10,6000,6000,113,243.0,4.741379310344827,True,0.9495,848,21087,1.0,0.027545909849749584,13,17.092850000000908,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_ALWAYS_SYNC,PWO,S1-STD,ALWAYS,SYNC,MIN,4.0,1.0,4,10,6000,6000,285,247.0,6.4655172413793105,True,0.9551666666666667,862,20898,1.0,0.021035058430717863,15,17.24879916699865,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,0,10,6000,6000,101,243.0,4.741379310344827,True,0.9521666666666667,952,20913,0.9948247078464106,0.020868113522537562,14,13.135656958002073,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,1,10,6000,6000,4389,241.0,3.8793103448275863,True,0.9468333333333333,1087,21131,0.9913188647746244,0.021035058430717863,14,14.134764374997758,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,2,10,6000,6000,101,243.0,4.741379310344827,True,0.9581666666666667,877,21103,0.9956594323873121,0.018196994991652754,18,14.416762540997297,3.13.15,2.5.1,development,medium,optimum
scpa3,ANCHOR_GREEDY_SYNC,PWO,S1-STD,GREEDY,SYNC,MIN,4.0,1.0,3,10,6000,6000,83,240.0,3.4482758620689653,True,0.9585,888,21159,0.9948247078464106,0.01302170283806344,13,14.542557665998174,3.13.15,2.5.1,development,medium,optimum
