instance,role,scale,reference_type,algorithm,movement_mode,scheme,runs,cost_best,cost_mean,cost_std,cost_median,cost_q1,cost_q3,cost_iqr,cost_worst,rpd_mean,rpd_median,feasible_rate,runtime_mean_seconds,best_evaluation_median,added_per_evaluation_mean,removed_per_evaluation_mean
scp63,development,small,optimum,BPWO_DELTA_PROB,PWO,V3-COMP,3,148.0,149.66666666666666,1.5275252316519468,150.0,149.0,150.5,1.5,151.0,3.218390804597701,3.4482758620689653,1.0,0.21659827760110298,41.0,0.9500000000000001,16.188888888888886
scp63,development,small,optimum,BPWO_PROB,PWO,V3-ELIT,3,148.0,149.0,1.7320508075688772,148.0,148.0,149.5,1.5,151.0,2.7586206896551726,2.0689655172413794,1.0,0.3643554860415558,183.0,12.972222222222221,16.94666666666667
scpa3,development,medium,optimum,BPWO_BASE,PWO,V3-ELIT,3,240.0,240.0,0.0,240.0,240.0,240.0,0.0,240.0,3.4482758620689657,3.4482758620689653,1.0,1.2481395138117175,109.0,26.148888888888887,51.76111111111111
scpa3,development,medium,optimum,BPWO_DELTA,PWO,V3-COMP,3,247.0,248.66666666666666,2.8867513459481287,247.0,247.0,249.5,2.5,252.0,7.183908045977012,6.4655172413793105,1.0,0.803561097321411,84.0,1.8288888888888888,49.651111111111106
scpa3,development,medium,optimum,BPWO_DELTA_PROB,PWO,V3-COMP,3,241.0,248.66666666666666,10.016652800877813,245.0,243.0,252.5,9.5,260.0,7.183908045977012,5.603448275862069,1.0,0.8365405417668322,65.0,1.9866666666666666,49.64222222222222
scpa3,development,medium,optimum,BPWO_PROB,PWO,V3-ELIT,3,239.0,239.33333333333334,0.5773502691896257,239.0,239.0,239.5,0.5,240.0,3.160919540229885,3.0172413793103448,1.0,1.6449679438956082,117.0,25.531111111111112,51.30777777777778
scpb3,development,medium,optimum,BPWO_BASE,PWO,V3-ELIT,3,81.0,81.0,0.0,81.0,81.0,81.0,0.0,81.0,1.25,1.25,1.0,1.0787356390307348,62.0,13.165555555555557,49.526666666666664
scpb3,development,medium,optimum,BPWO_DELTA,PWO,V3-COMP,3,80.0,84.33333333333333,5.131601439446884,83.0,81.5,86.5,5.0,90.0,5.416666666666667,3.75,1.0,0.8196179723987976,53.0,0.9222222222222222,49.67111111111111
scpb3,development,medium,optimum,BPWO_DELTA_PROB,PWO,V3-COMP,3,81.0,81.66666666666667,0.5773502691896257,82.0,81.5,82.0,0.5,82.0,2.0833333333333335,2.5,1.0,0.7690738056165477,65.0,1.3466666666666667,50.074444444444445
scpb3,development,medium,optimum,BPWO_PROB,PWO,V3-ELIT,3,80.0,80.66666666666667,0.5773502691896257,81.0,80.5,81.0,0.5,81.0,0.8333333333333334,1.25,1.0,1.2047406666291256,122.0,13.473333333333334,49.52888888888888
scpc3,development,large,optimum,BPWO_BASE,PWO,V3-ELIT,3,245.0,247.33333333333334,2.516611478423583,247.0,246.0,248.5,2.5,250.0,1.7832647462277091,1.646090534979424,1.0,1.8208887216945489,94.0,27.858888888888888,66.71444444444444
scpc3,development,large,optimum,BPWO_DELTA,PWO,V3-COMP,3,256.0,259.3333333333333,3.511884584284246,259.0,257.5,261.0,3.5,263.0,6.72153635116598,6.584362139917696,1.0,1.2399674579501152,96.0,2.7577777777777777,66.56555555555555
scpc3,development,large,optimum,BPWO_DELTA_PROB,PWO,V3-COMP,3,252.0,255.66666666666666,5.507570547286102,253.0,252.5,257.5,5.0,262.0,5.212620027434842,4.11522633744856,1.0,1.2487233749901254,94.0,2.43,66.10888888888888
scpc3,development,large,optimum,BPWO_PROB,PWO,V3-ELIT,3,246.0,247.0,1.0,247.0,246.5,247.5,1.0,248.0,1.6460905349794237,1.646090534979424,1.0,1.8460395556564133,157.0,27.45777777777778,66.49777777777778
scpd3,development,large,optimum,BPWO_BASE,PWO,V3-ELIT,3,72.0,73.0,1.0,73.0,72.5,73.5,1.0,74.0,1.3888888888888886,1.3888888888888888,1.0,1.6248252084478736,67.0,15.159999999999998,66.69222222222221
scpd3,development,large,optimum,BPWO_DELTA,PWO,V3-COMP,3,75.0,76.33333333333333,1.5275252316519468,76.0,75.5,77.0,1.5,78.0,6.018518518518519,5.555555555555555,1.0,1.188889027883609,79.0,1.4055555555555557,66.34555555555555
scpd3,development,large,optimum,BPWO_DELTA_PROB,PWO,V3-COMP,3,74.0,76.0,2.0,76.0,75.0,77.0,2.0,78.0,5.555555555555556,5.555555555555555,1.0,1.2569403333278995,75.0,1.4944444444444445,66.40222222222222
scpd3,development,large,optimum,BPWO_PROB,PWO,V3-ELIT,3,74.0,74.66666666666667,1.1547005383792515,74.0,74.0,75.0,1.0,76.0,3.7037037037037037,2.7777777777777777,1.0,1.6987117637569706,58.0,15.814444444444446,67.22666666666667
scpnre3,development,large,optimum,BPWO_BASE,PWO,V3-ELIT,3,28.0,28.0,0.0,28.0,28.0,28.0,0.0,28.0,3.7037037037037037,3.7037037037037037,1.0,2.3552897504220405,51.0,7.963333333333334,82.56444444444445
scpnre3,development,large,optimum,BPWO_DELTA,PWO,V3-COMP,3,29.0,29.0,0.0,29.0,29.0,29.0,0.0,29.0,7.407407407407407,7.407407407407407,1.0,2.1938189859502017,56.0,0.61,83.09444444444445
scpnre3,development,large,optimum,BPWO_DELTA_PROB,PWO,V3-COMP,3,28.0,29.0,1.7320508075688772,28.0,28.0,29.5,1.5,31.0,7.407407407407407,3.7037037037037037,1.0,2.073040305481603,54.0,0.6344444444444445,83.05777777777779
scpnre3,development,large,optimum,BPWO_PROB,PWO,V3-ELIT,3,28.0,28.333333333333332,0.5773502691896257,28.0,28.0,28.5,0.5,29.0,4.938271604938271,3.7037037037037037,1.0,2.4494021808107695,34.0,8.278888888888888,82.72888888888889
scpnrf3,development,large,optimum,BPWO_BASE,PWO,V3-ELIT,3,14.0,14.333333333333334,0.5773502691896257,14.0,14.0,14.5,0.5,15.0,2.380952380952381,0.0,1.0,2.294047013235589,73.0,4.492222222222222,82.90666666666668
scpnrf3,development,large,optimum,BPWO_DELTA,PWO,V3-COMP,3,14.0,15.333333333333334,1.1547005383792515,16.0,15.0,16.0,1.0,16.0,9.523809523809524,14.285714285714286,1.0,2.0038341803786657,26.0,0.3188888888888889,83.06111111111112
scpnrf3,development,large,optimum,BPWO_DELTA_PROB,PWO,V3-COMP,3,15.0,15.333333333333334,0.5773502691896257,15.0,15.0,15.5,0.5,16.0,9.523809523809524,7.142857142857143,1.0,1.9655836666934192,24.0,0.38999999999999996,83.16333333333334
scpnrf3,development,large,optimum,BPWO_PROB,PWO,V3-ELIT,3,14.0,14.666666666666666,0.5773502691896257,15.0,14.5,15.0,0.5,15.0,4.761904761904762,7.142857142857143,1.0,2.440001125137011,26.0,4.672222222222222,82.86888888888889
scpnrg3,development,very_large,best_known,BPWO_BASE,PWO,V3-ELIT,3,169.0,171.33333333333334,2.0816659994661326,172.0,170.5,172.5,2.0,173.0,3.2128514056224904,3.6144578313253013,1.0,9.525778596910337,131.0,39.06777777777778,166.97
scpnrg3,development,very_large,best_known,BPWO_DELTA,PWO,V3-COMP,3,176.0,177.33333333333334,1.1547005383792515,178.0,177.0,178.0,1.0,178.0,6.827309236947791,7.228915662650603,1.0,7.544775236242761,87.0,3.4599999999999995,166.20666666666668
scpnrg3,development,very_large,best_known,BPWO_DELTA_PROB,PWO,V3-COMP,3,175.0,180.0,7.810249675906654,176.0,175.5,182.5,7.0,189.0,8.433734939759036,6.024096385542169,1.0,7.938591305942585,107.0,3.078888888888889,165.98111111111112
scpnrg3,development,very_large,best_known,BPWO_PROB,PWO,V3-ELIT,3,170.0,170.0,0.0,170.0,170.0,170.0,0.0,170.0,2.4096385542168677,2.4096385542168677,1.0,8.027960347011685,189.0,38.35444444444445,166.94444444444446
scpnrh3,development,very_large,best_known,BPWO_BASE,PWO,V3-ELIT,3,61.0,62.0,1.0,62.0,61.5,62.5,1.0,63.0,5.084745762711864,5.084745762711864,1.0,8.406515500353029,266.0,18.585555555555555,165.67333333333332
scpnrh3,development,very_large,best_known,BPWO_DELTA,PWO,V3-COMP,3,64.0,65.0,1.0,65.0,64.5,65.5,1.0,66.0,10.169491525423728,10.169491525423728,1.0,6.286868138704449,84.0,1.6500000000000001,166.26666666666668
scpnrh3,development,very_large,best_known,BPWO_DELTA_PROB,PWO,V3-COMP,3,64.0,66.0,3.4641016151377544,64.0,64.0,67.0,3.0,70.0,11.864406779661017,8.474576271186441,1.0,6.580572152665506,70.0,1.3933333333333333,166.00777777777776
scpnrh3,development,very_large,best_known,BPWO_PROB,PWO,V3-ELIT,3,61.0,62.0,1.0,62.0,61.5,62.5,1.0,63.0,5.084745762711864,5.084745762711864,1.0,6.840767792115609,163.0,18.522222222222222,165.70666666666668
