instance,algorithm,movement_mode,scheme,degenerate_cohesion,latent_amplitude,bound,seed,population,evaluation_budget,evaluations,best_found_at_evaluation,cost,rpd,feasible,initially_feasible_rate,added_columns,removed_columns,runtime_seconds,python,numpy,role,scale,reference_type
scpnre1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,2,10,6000,6000,228,33.0,13.793103448275861,True,1.0,0,20939993,88.54480925001553,3.14.0,2.5.2,calibration,large,optimum
scpnre1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,3,10,6000,6000,1260,33.0,13.793103448275861,True,1.0,0,20941378,88.44716824998613,3.14.0,2.5.2,calibration,large,optimum
scpnre1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,4,10,6000,6000,216,33.0,13.793103448275861,True,1.0,0,20940772,90.1638738749898,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,0,10,6000,6000,2892,14.0,0.0,True,1.0,0,8023131,57.986377666995395,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,1,10,6000,6000,2819,14.0,0.0,True,1.0,0,8015848,57.34983604197623,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,2,10,6000,6000,118,15.0,7.142857142857143,True,1.0,0,8014459,57.182058416015934,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,3,10,6000,6000,107,15.0,7.142857142857143,True,1.0,0,8015533,60.645488084002864,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,4,10,6000,6000,103,15.0,7.142857142857143,True,1.0,0,8012215,61.2797397079994,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,0,10,6000,6000,5351,14.0,0.0,True,1.0,0,21059536,95.47081779199652,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,1,10,6000,6000,21,15.0,7.142857142857143,True,1.0,0,21055763,97.32936754100956,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,2,10,6000,6000,147,15.0,7.142857142857143,True,1.0,0,21052663,99.17319029200007,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,3,10,6000,6000,770,15.0,7.142857142857143,True,1.0,0,21055530,102.05955808298313,3.14.0,2.5.2,calibration,large,optimum
scpnrf1,BPWO_V3_COMP,PWO,V3-COMP,MAX,1.0,1.0,4,10,6000,6000,5177,14.0,0.0,True,1.0,0,21055227,102.84977000000072,3.14.0,2.5.2,calibration,large,optimum
scpnrg1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,0,10,6000,6000,4872,283.0,60.79545454545455,True,1.0,0,15759751,192.2533120829903,3.14.0,2.5.2,calibration,very_large,best_known
scpnrg1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,1,10,6000,6000,2826,283.0,60.79545454545455,True,1.0,0,15751893,193.90288362497813,3.14.0,2.5.2,calibration,very_large,best_known
scpnrg1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,2,10,6000,6000,3585,269.0,52.84090909090909,True,1.0,0,15750704,200.8627363749838,3.14.0,2.5.2,calibration,very_large,best_known
scpnrg1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,3,10,6000,6000,5420,282.0,60.22727272727273,True,1.0,0,15764335,205.7780716670095,3.14.0,2.5.2,calibration,very_large,best_known
scpnrg1,BPWO_S2_STD,PWO,S2-STD,MAX,1.0,1.0,4,10,6000,6000,4561,280.0,59.09090909090909,True,1.0,0,15758574,205.05844925000565,3.14.0,2.5.2,calibration,very_large,best_known
